City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kirakira,-10.4544,161.9205,300.67,81,97,4.71,SB,1706989399
363,sandnessjoen,66.0217,12.6316,276.44,74,99,12.57,NO,1706989399
364,kazlu ruda,54.7667,23.5,278.14,81,100,9.87,LT,1706989399
365,yoakum,29.2878,-97.1519,295.23,38,4,6.3,US,1706989400
366,vadso,70.0744,29.7487,271.24,80,75,9.77,NO,1706989400
367,hohhot,40.8106,111.6522,260.31,72,0,3.0,CN,1706989226
368,sabang,5.8933,95.3214,300.39,75,98,2.85,ID,1706989400
369,barra de santo antonio,-9.4047,-35.5072,303.75,73,28,4.17,BR,1706989400
370,haeju,38.0406,125.7147,272.33,78,13,2.26,KP,1706989400
371,fendou,46.65,124.8667,251.1,93,5,1.52,CN,1706989400
372,karasu,41.071,30.7854,278.82,74,100,2.8,TR,1706989401
373,parabel',58.6978,81.4825,258.49,97,100,2.58,RU,1706989401
374,avon lake,41.5053,-82.0282,279.97,71,20,4.12,US,1706989401
375,colonia,50.9333,6.95,284.59,90,75,5.66,DE,1706989339
376,san fernando de apure,7.8878,-67.4724,311.61,28,95,1.12,VE,1706989401
377,idri,27.5,13.2667,283.65,32,1,1.54,LY,1706989401
378,pizarro,4.9533,-77.366,300.94,73,100,2.49,CO,1706989401
379,katabu,-4.9333,122.5167,298.02,91,100,0.41,ID,1706989401
380,taulaga,-11.0553,-171.0883,301.36,82,100,10.95,AS,1706989401
381,sovetskaya gavan',48.9723,140.2878,252.65,85,10,2.64,RU,1706989402
382,bengkulu,-3.8004,102.2655,297.5,90,100,2.43,ID,1706989402
383,alappuzha,9.49,76.3264,299.82,79,99,1.24,IN,1706989402
384,valparaiso,-33.0393,-71.6273,305.28,30,2,9.26,CL,1706989402
385,ulladulla,-35.35,150.4667,292.39,79,99,3.26,AU,1706989402
386,solvang,34.5958,-120.1377,288.25,69,40,0.0,US,1706989402
387,neiafu,-18.65,-173.9833,300.53,94,20,0.0,TO,1706989402
388,yinchuan,38.4681,106.2731,270.39,89,100,1.44,CN,1706989403
389,deir ez-zor,35.3359,40.1408,284.88,61,99,1.78,SY,1706989403
390,pasni,25.2631,63.471,296.01,72,99,6.91,PK,1706989403
391,broome,42.2506,-75.833,276.87,74,20,4.63,US,1706989158
392,laojunmiao,39.8333,97.7333,262.73,69,47,1.78,CN,1706989403
393,jaumave,23.4167,-99.3833,301.5,11,0,6.22,MX,1706989403
394,buraydah,26.326,43.975,286.4,30,47,5.14,SA,1706989403
395,akureyri,65.6835,-18.0878,268.11,80,75,4.63,IS,1706989403
396,bocana de paiwas,12.7857,-85.1227,307.56,32,3,6.87,NI,1706989404
397,susuman,62.7833,148.1667,244.8,99,100,1.63,RU,1706989404
398,malvan,16.0667,73.4667,296.66,68,7,3.56,IN,1706989404
399,tosontsengel,48.7567,98.2839,255.84,94,100,0.84,MN,1706989404
400,athens,37.9795,23.7162,284.63,75,20,1.34,GR,1706989167
401,bay roberts,47.5999,-53.2648,271.77,88,99,6.26,CA,1706989404
402,puerto san jose,13.9256,-90.8244,304.33,50,0,8.57,GT,1706989404
403,mount gambier,-37.8333,140.7667,285.91,90,0,1.87,AU,1706989404
404,daru,-9.0763,143.2092,299.29,88,100,3.18,PG,1706989404
405,nova sintra,14.8667,-24.7167,294.39,73,79,5.98,CV,1706989405
406,baise city,23.8997,106.6133,295.56,99,52,1.59,CN,1706989405
407,petropavlovsk-kamchatsky,53.0452,158.6483,253.4,85,0,3.58,RU,1706989405
408,mount isa,-20.7333,139.5,297.02,94,100,5.66,AU,1706989405
409,al ghayzah,16.2079,52.176,297.77,74,7,1.11,YE,1706989405
410,kirensk,57.7853,108.1119,244.8,100,51,0.45,RU,1706989405
411,katsuura,35.1333,140.3,280.78,89,100,4.92,JP,1706989405
412,kimbe,-5.5502,150.1429,298.23,91,29,0.64,PG,1706989405
413,quellon,-43.1167,-73.6167,287.84,55,66,3.72,CL,1706989406
414,keflavik,64.0049,-22.5624,270.39,80,75,9.77,IS,1706989406
415,eyl,7.9803,49.8164,297.83,85,90,7.46,SO,1706989406
416,westport,41.1415,-73.3579,278.86,48,0,5.14,US,1706989345
417,clarksburg,39.2807,-80.3445,281.71,57,0,2.06,US,1706989406
418,harper,4.375,-7.7169,300.82,80,100,3.74,LR,1706989406
419,eureka,40.8021,-124.1637,286.04,57,6,4.92,US,1706989250
420,macapa,0.0389,-51.0664,305.14,66,40,4.12,BR,1706989407
421,qandala,11.472,49.8728,297.57,73,4,2.12,SO,1706989407
422,soledade,-28.8183,-52.5103,300.11,60,3,1.92,BR,1706989407
423,kinablangan,7.6947,126.5503,297.85,88,34,1.51,PH,1706989407
424,chibougamau,49.9168,-74.3659,266.94,79,100,3.6,CA,1706989407
425,borba,-4.3878,-59.5939,301.24,90,77,1.13,BR,1706989407
426,takoradi,4.8845,-1.7554,299.86,85,92,3.07,GH,1706989407
427,perbaungan,3.5679,98.956,297.31,91,95,2.01,ID,1706989407
428,arraias,-12.9288,-46.9437,300.27,71,100,0.84,BR,1706989408
429,kabansk,52.0486,106.6528,255.57,92,100,1.28,RU,1706989408
430,el calafate,-50.3408,-72.2768,286.14,42,100,4.66,AR,1706989408
431,iguape,-24.7081,-47.5553,299.09,83,100,2.44,BR,1706989408
432,makungu,-8.7333,35.2833,291.65,98,79,0.85,TZ,1706989408
433,muisne,0.6,-80.0333,300.89,76,95,4.78,EC,1706989408
434,east end,34.5507,-92.341,285.87,91,100,0.45,US,1706989408
435,caraguatatuba,-23.6338,-45.4899,299.39,85,100,1.5,BR,1706989306
436,castillos,-34.1667,-53.8333,303.22,48,100,6.28,UY,1706989408
437,rongelap,11.1635,166.8941,299.64,82,89,8.96,MH,1706989409
438,chulym,55.0997,80.9572,264.65,95,100,4.49,RU,1706989409
439,enriquillo,17.9,-71.2333,300.97,70,61,2.84,DO,1706989409
440,nadym,65.5333,72.5167,254.13,98,99,2.86,RU,1706989409
441,tionk essil,12.7856,-16.5217,303.18,20,0,3.78,SN,1706989409
442,sao joao da barra,-21.6403,-41.0511,303.2,83,94,4.11,BR,1706989409
443,tocopilla,-22.092,-70.1979,296.96,66,8,1.5,CL,1706989410
444,pudozh,61.8099,36.5345,265.9,94,100,2.24,RU,1706989410
445,port isabel,26.0734,-97.2086,297.61,76,40,7.72,US,1706988900
446,tandag,9.0783,126.1986,298.58,85,65,1.87,PH,1706989410
447,idabel,33.8957,-94.8263,287.12,82,100,6.69,US,1706989410
448,bamboo flat,11.7,92.7167,297.2,94,42,0.0,IN,1706989410
449,saddiqabad,28.3062,70.1307,287.43,52,100,6.42,PK,1706989410
450,saint-louis,16.3333,-15.0,302.95,9,54,4.11,SN,1706989410
451,nanzhang chengguanzhen,31.7839,111.8275,270.53,94,100,2.91,CN,1706989410
452,nova vicosa,-17.8919,-39.3719,300.85,69,96,3.54,BR,1706989411
453,mandera,3.9366,41.867,306.61,31,100,3.36,KE,1706989411
454,murun-kuren,49.6342,100.1625,256.47,88,100,0.93,MN,1706989411
455,muntok,-2.0667,105.1833,298.34,89,84,2.7,ID,1706989411
456,miri,4.4148,114.0089,299.23,94,40,0.0,MY,1706989411
457,usogorsk,63.4106,48.6872,265.19,95,100,3.44,RU,1706989411
458,ixtepec,16.5786,-95.1022,303.74,56,25,9.7,MX,1706989412
459,pirallahi,40.4723,50.333,278.23,77,100,5.12,AZ,1706989412
460,el idrissia,34.4454,2.5275,281.6,55,0,2.23,DZ,1706989412
461,margate,51.3813,1.3862,284.75,86,100,4.47,GB,1706989412
462,changuinola,9.4333,-82.5167,300.95,77,60,2.54,PA,1706989412
463,flin flon,54.7682,-101.865,273.06,100,100,2.06,CA,1706989412
464,kenai,60.5544,-151.2583,247.2,91,100,2.06,US,1706989412
465,metlili chaamba,32.2667,3.6333,285.67,50,0,2.06,DZ,1706989412
466,myory,55.6217,27.6299,275.84,86,100,8.37,BY,1706989413
467,dengi,9.3667,9.95,298.73,19,38,2.88,NG,1706989413
468,freeport,40.6576,-73.5832,280.14,49,0,6.17,US,1706989148
469,chela,34.069,104.4619,267.88,94,100,0.91,CN,1706989413
470,peace river,56.2501,-117.286,268.32,42,20,2.57,CA,1706989126
471,maitum,6.0392,124.4986,298.84,81,40,1.45,PH,1706989413
472,belmonte,-15.8631,-38.8828,300.79,71,92,3.59,BR,1706989413
473,dosso,13.049,3.1937,296.57,15,83,4.43,NE,1706989413
474,mamou,10.5,-12.0,298.9,21,0,1.62,GN,1706989413
475,onega,63.9061,38.1404,263.19,89,100,5.4,RU,1706989414
476,zhenlai,45.8495,123.2973,257.27,66,0,2.64,CN,1706989414
477,midvagur,62.0511,-7.1939,275.61,87,100,7.72,FO,1706989414
478,catio,11.2833,-15.25,298.43,75,0,3.25,GW,1706989414
479,kamaishi,39.2667,141.8833,273.85,70,100,2.69,JP,1706989414
480,tonghae,37.5439,129.1069,276.61,86,100,2.81,KR,1706989414
481,tukrah,32.5341,20.5791,286.09,75,8,2.38,LY,1706989414
482,afaahiti,-17.75,-149.2833,302.08,76,52,2.92,PF,1706989414
483,ushtobe,45.2514,77.9838,260.47,88,12,1.46,KZ,1706989415
484,agneaux,49.119,-1.1061,283.38,90,100,3.84,FR,1706989415
485,greenville,35.6127,-77.3663,284.24,49,0,3.09,US,1706989175
486,knyaze-volkonskoye,48.4642,135.4567,250.37,99,57,2.68,RU,1706989415
487,saint-pierre,-21.3393,55.4781,296.97,78,0,5.14,RE,1706989415
488,dowagiac,41.9842,-86.1086,278.99,76,0,2.79,US,1706989415
489,oranjemund,-28.55,16.4333,293.64,89,5,1.86,NA,1706989415
490,ust'-ilimsk,58.0006,102.6619,245.06,100,100,1.34,RU,1706989415
491,coquimbo,-29.9533,-71.3436,295.0,73,40,6.17,CL,1706989206
492,carauari,-4.8828,-66.8958,303.71,69,75,0.96,BR,1706989416
493,galveston,29.3669,-94.9669,294.36,88,0,1.79,US,1706989207
494,crane,31.3974,-102.3501,288.49,24,1,15.24,US,1706989416
495,vylkove,45.4021,29.586,279.04,71,100,4.32,UA,1706989416
496,beira,-19.8436,34.8389,301.2,78,20,2.06,MZ,1706989416
497,china,25.7,-99.2333,299.96,26,0,9.74,MX,1706989416
498,portland,45.5234,-122.6762,285.36,74,99,1.34,US,1706989390
499,argo,37.6333,22.7333,281.36,73,2,1.2,GR,1706989416
500,lata,40.1629,-8.3327,286.44,81,48,0.26,PT,1706989416
501,vitoria da conquista,-14.8661,-40.8394,295.49,82,100,2.72,BR,1706989417
502,kayalpattinam,8.5667,78.1167,299.34,77,79,5.01,IN,1706989417
503,masterton,-40.9597,175.6575,288.21,67,4,1.63,NZ,1706989417
504,bad sooden-allendorf,51.2833,9.9833,282.67,92,100,5.33,DE,1706989417
505,dukhan,25.4297,50.7858,289.78,52,2,8.32,QA,1706989417
506,al kharj,24.155,47.3346,285.47,32,1,3.83,SA,1706989417
507,san ignacio rio muerto,27.4167,-110.2333,292.44,26,0,3.0,MX,1706989417
508,al muwayh,22.4333,41.7583,289.13,33,72,2.48,SA,1706989417
509,nhlangano,-27.1167,31.2,290.46,81,84,0.98,SZ,1706989418
510,weno,7.4515,151.8468,298.12,100,100,3.6,FM,1706989418
511,itoman,26.1247,127.6694,296.58,88,75,4.12,JP,1706989418
512,lyubim,58.3625,40.6843,261.68,99,100,2.52,RU,1706989418
513,tommot,58.9564,126.2925,238.0,99,72,0.39,RU,1706989418
514,sesheke,-17.4759,24.2968,295.24,63,64,2.12,ZM,1706989418
515,brejo santo,-7.4933,-38.9872,306.28,41,99,0.92,BR,1706989418
516,bodo,67.28,14.405,272.17,64,0,9.26,NO,1706989418
517,tralee,52.2704,-9.7026,283.57,98,100,1.97,IE,1706989196
518,monte patria,-30.6919,-70.9467,305.05,32,21,4.79,CL,1706989418
519,dawson creek,55.7666,-120.2362,265.95,45,0,1.03,CA,1706989419
520,maragogi,-9.0122,-35.2225,301.14,71,23,4.5,BR,1706989419
521,recani,31.2846,-4.2688,286.12,25,6,4.0,MA,1706989419
522,yorkton,51.2167,-102.4677,275.06,93,100,4.63,CA,1706989419
523,howrah,22.5892,88.3103,293.15,83,0,1.54,IN,1706989419
524,pathein,16.7833,94.7333,295.34,74,2,4.83,MM,1706989419
525,dashtobod,40.1269,68.4944,276.67,85,100,2.01,UZ,1706989419
526,turmalina,-17.2856,-42.73,300.25,59,100,1.69,BR,1706989419
527,pacific grove,36.6177,-121.9166,286.71,75,100,1.79,US,1706989420
528,gorontalo,0.5412,123.0595,296.94,96,92,1.63,ID,1706989420
529,amahai,-3.3333,128.9167,299.5,84,25,2.87,ID,1706989420
530,tobruk,32.0836,23.9764,286.81,64,3,3.38,LY,1706989420
531,saint-francois,46.4154,3.9054,277.84,100,100,1.03,FR,1706989420
532,sao gabriel da cachoeira,-0.1303,-67.0892,306.04,58,40,2.57,BR,1706989420
533,bhachau,23.2833,70.35,295.72,40,0,4.1,IN,1706989420
534,sittwe,20.15,92.9,292.23,59,4,4.01,MM,1706989360
535,launceston,-41.45,147.1667,289.35,88,100,7.2,AU,1706989168
536,hadibu,12.65,54.0333,297.5,78,12,3.58,YE,1706989421
537,byron center,42.8122,-85.7228,275.68,86,20,2.06,US,1706989421
538,saveh,35.0213,50.3566,278.36,52,0,4.36,IR,1706989421
539,puerto baquerizo moreno,-0.9,-89.6,301.7,79,40,7.72,EC,1706989421
540,lashio,22.9333,97.75,282.34,77,0,0.74,MM,1706989421
541,talara,-4.5772,-81.2719,304.57,62,0,6.69,PE,1706989421
542,komsomol'skiy,43.9783,46.6985,274.4,91,100,3.36,RU,1706989421
543,linhares,-19.3911,-40.0722,300.58,75,48,3.33,BR,1706989422
544,wanning,18.8003,110.3967,294.74,93,27,2.8,CN,1706989422
545,san felipe,10.3399,-68.7425,300.73,77,100,2.26,VE,1706989422
546,selfoss,63.9331,-20.9971,269.84,64,100,9.85,IS,1706989422
547,san patricio,28.017,-97.5169,296.4,36,0,7.22,US,1706989422
548,carahue,-38.7,-73.1667,294.78,42,4,4.25,CL,1706989422
549,vryburg,-26.9566,24.7284,296.6,38,53,2.13,ZA,1706989422
550,esfarayen,37.0765,57.5101,264.96,70,17,1.9,IR,1706989422
551,vorgashor,67.5833,63.95,253.44,92,100,3.55,RU,1706989422
552,mahibadhoo,3.7833,72.9667,300.94,79,36,4.48,MV,1706989423
553,bhandaria,22.4861,90.0609,291.01,76,0,1.4,BD,1706989423
554,robertsport,6.7533,-11.3686,300.64,85,29,5.42,LR,1706989423
555,coronel dorrego,-38.7187,-61.2873,294.52,40,6,9.0,AR,1706989423
556,mishkino,55.3389,63.9175,265.31,96,100,2.47,RU,1706989168
557,al bawiti,28.3492,28.8659,282.93,45,0,2.96,EG,1706989423
558,tagta,41.6504,59.9164,270.12,93,0,3.09,TM,1706989423
559,vidalia,32.2177,-82.4135,291.12,52,0,1.54,US,1706989423
560,sinjai,-5.1241,120.253,297.69,88,100,1.75,ID,1706989423
561,sisimiut,66.9395,-53.6735,252.07,92,70,3.71,GL,1706989130
562,at taraf,25.3628,49.725,285.45,50,5,3.3,SA,1706989424
563,aleksandrovsk-sakhalinskiy,50.8975,142.1561,250.13,100,74,0.85,RU,1706989424
564,del rio,29.3627,-100.8968,296.16,26,0,7.2,US,1706989424
565,arar,30.9753,41.0381,283.16,66,75,2.57,SA,1706989424
566,yigo village,13.5361,144.8886,297.31,93,100,9.26,GU,1706989424
567,minas de marcona,-15.2119,-75.1103,295.68,68,80,5.09,PE,1706989424
568,dalhart,36.0595,-102.5133,280.59,70,100,1.54,US,1706989424
569,okondja,-0.6549,13.6753,296.67,88,99,1.14,GA,1706989425
570,quatre cocos,-20.2078,57.7625,298.21,73,81,5.72,MU,1706989425
571,sept-iles,50.2001,-66.3821,268.74,46,20,2.06,CA,1706989155
572,huarmey,-10.0681,-78.1522,299.16,77,81,4.06,PE,1706989425
573,itapeva,-23.9822,-48.8756,297.08,74,97,0.77,BR,1706989425
574,igarka,67.4667,86.5833,260.27,96,100,3.82,RU,1706989425
575,kwang binh,17.4833,106.6,294.48,96,5,1.19,VN,1706989425
576,antsiranana,-12.2787,49.2917,297.92,92,100,0.55,MG,1706989425
577,khandyga,62.6667,135.6,229.69,100,70,0.85,RU,1706989426
578,badiyah,22.45,58.8,293.36,77,7,3.06,OM,1706989426
579,viesite,56.3475,25.5551,276.56,83,100,6.13,LV,1706989426
580,juneau,58.3019,-134.4197,268.15,86,100,0.0,US,1706989240
581,aleg,17.0481,-13.9209,299.37,8,37,4.23,MR,1706989426
582,elliot,-31.3333,27.85,292.02,70,83,1.59,ZA,1706989426
583,zhangjiakou,40.81,114.8794,262.92,80,26,1.12,CN,1706989426
584,at-bashi,41.1702,75.8106,260.34,72,100,0.49,KG,1706989357
585,mahajanga,-15.7167,46.3167,301.16,78,20,1.54,MG,1706989426
586,mezhdurechenskiy,59.6,65.9333,254.43,98,100,3.03,RU,1706989426
587,sault ste. marie,46.5168,-84.3333,273.46,93,100,1.54,CA,1706989287
588,roma,43.2128,-75.4557,275.9,64,0,2.06,US,1706989427
589,dudinka,69.4058,86.1778,259.08,94,100,5.36,RU,1706989427
590,navoiy,40.0844,65.3792,273.86,93,100,5.14,UZ,1706989427
591,trairi,-3.2778,-39.2689,301.86,72,97,5.46,BR,1706989233
592,urengoy,65.9667,78.3667,256.46,97,100,1.49,RU,1706989427
593,arauco,-37.2463,-73.3175,297.39,36,0,6.03,CL,1706989427
594,kataba,13.9833,44.3833,289.25,76,8,0.75,YE,1706989427
595,bethanie,-26.4833,17.15,303.18,29,89,4.35,NA,1706989427
596,karratha,-20.7377,116.8463,300.25,77,74,8.87,AU,1706989428
597,motygino,58.1831,94.7592,257.47,97,100,0.89,RU,1706989428
